#key_ks,msg_s,show_s(1:系统，2:淡入淡出提示，3:确定对话框，4:大喇叭，5:屏幕提示，6：结拜频道，7:世界频道，10。帮会频道，11.IM消息，),"transform_t(用于对接收到的参数进行转换)编写规则{[index1] = op,[index2] = op}1:物品entry => 物品name 2：物品品质 => 颜色 7.物品附加属性id->名称  9:帮会建筑id =》建筑名  10：时间转换，转换成的格式放在100对应的参数 例子参见 RESULT_BIWU_ENTER_ROOM，11。id转竞技组别名字  12。id转比赛名字，13。数字转星期名，14.帮会职位名字"
key_ks,msg_s,show_t,transform_t
CLUB_TXT26,退出,,
CLUB_TXT27,帮会活跃,,
CLUB_TXT28,每日奖励,,
CLUB_TXT29,帮会活跃#space_10Lv.%d,,
CLUB_TXT30,当前属性:,,
CLUB_TXT31,下级属性,,
CLUB_TXT32,帮会采集(%d/%d),,
CLUB_TXT33,帮会小怪(%d/%d),,
CLUB_TXT34,消耗：#saddlebrown%s,,
CLUB_TXT37,今日香火值进度：#green%s#rf,,
CLUB_TXT38,今日香火值次数：#green%s#rf,,
CLUB_TXT39,%s#space#green%s#rf#space上了一柱#space_10#cyan%s#rf,,
CLUB_TXT40,等级上限:%s,,
CLUB_TXT41,消耗：#HONGDIAN%d,,
CLUB_TXT42,只有帮主或副帮主才可以进行此操作,,
CLUB_TXT43,同意,,
CLUB_TXT44,拒绝,,
CLUB_TXT45,捐献,,
CLUB_TXT46,在线,,
CLUB_TXT47,离线%s,,
CLUB_TXT48,我的职位：,,
CLUB_TXT49,我的贡献：,,
CLUB_TXT50,领取,,
CLUB_TXT51,未达成,,
CLUB_TXT52,活跃%d级,,
CLUB_TXT53,请填写帮会名字,,
CLUB_TXT54,帮会名字不能超过6个字,,
CLUB_TXT55,申请,,
CLUB_TXT56,创建消耗：#YUANBAO#saddlebrown%d#rf,,
CLUB_TXT57,敬请期待,,
CLUB_TXT58,%s(Lv.%d),,
CLUB_TXT59,帮主：%s,,
CLUB_TXT60,帮贡：%s,,
CLUB_TXT61,战力：%s,,
CLUB_TXT62,%s【%s】#rf#ublack%s#br帮贡：%s#br战力：%s,,
CLUB_TXT63,是否退出公会?,,
CLUB_TXT64,您是帮主，退出帮会前请先转让您的职务,,
CLUB_TXT65,未知,,
CLUB_TXT66,任命%s担任%s,,
CLUB_TXT67,是否将%s移除出帮会,,
CLUB_TXT68,今日活跃值达到%d点#lime(%d/%d)#rf,,
CLUB_TXT69,活跃等级已达到上限,,
CLUB_TXT70,帮会活跃经验不足,,

CLUB_TXT71,檀木香,,
CLUB_TXT72,紫沉香,,
CLUB_TXT73,龙头香,,

CLUB_TXT74,需战力：,,
CLUB_TXT75,需审核,,
CLUB_TXT76,%d级帮会#br#lime（VIP%d可创建）#br#ublack可容纳#lime%d#ublack帮会成员,,
CLUB_TXT77,长度限制50字以内,,
CLUB_TXT78,帮会申请,,
CLUB_TXT79,改,,
CLUB_TXT80,招,,
CLUB_TXT81,上香,,
CLUB_TXT82,+%s#rf帮会经验#br+%s#rf帮贡#br+%s#rf香火值,,
CLUB_TXT83,创建队伍,,
CLUB_TXT84,快速加入,,
CLUB_TXT85,队长,,
CLUB_TXT86,踢,,
CLUB_TXT87,几率掉落,,
CLUB_TXT88,任命,,
CLUB_TXT89,踢出,,

CLUB_TXT90,帮会改名,,
CLUB_TXT91,当前经验不足,,
CLUB_TXT92,奖励预览,,
CLUB_TXT93,任务,,
CLUB_TXT94,次数,,
CLUB_TXT95,单次经验,,
CLUB_TXT96,活跃%s级,,
CLUB_TXT97,自动,,
CLUB_TXT98,一键完成,,
CLUB_TXT99,人数：(%s),,
CLUB_TXT100,【%s】帮会正在招兵买马，老大带领兄弟姐妹们吃香喝辣,,
CLUB_TXT101,消耗：#BANG_GONG#little_space,,

CLUB_TXT102,是否花费%s元宝一键完成帮会任务,,
CLUB_TXT103,时间：每天#lime12-13点#white开启帮会召集#br#br说明：在帮会期间进行#lime帮会采集#white和#lime帮会小怪#white任务能获得多倍进度,,
CLUB_TXT104,帮会召集,,
CLUB_TXT105,重置,,

CLUB_TXT106,帮会兑换,,
CLUB_TXT107,刷新商店,,
CLUB_TXT108,刷新倒计时：%s#br可刷新次数：#lime%d,,
CLUB_TXT109,是否花费180元宝刷新兑换列表,,

CLUB_TXT110,加入帮会,,
CLUB_TXT111,香火值可领取,,

CLUB_TXT112,帮会记录,,
CLUB_TXT113,帮会%s级开启,,
CLUB_TXT114,协助他人通关副本收益次数，可获得协助奖励。每天协助次数#lime（%d/%d）,,
CLUB_TXT115,#red帮会%s级可参加,,
CLUB_TXT116,剩余收益次数#br#lime（%d/%d）,,

CLUB_POS_1,帮主,,
CLUB_POS_2,副帮主,,
CLUB_POS_3,成员,,


#天仙
TIANXIAN_TXT1,天仙,,
TIANXIAN_TXT2,神兵,,
TIANXIAN_TXT3,丹药,,
TIANXIAN_TXT4,经脉,,
TIANXIAN_MAXLEVEL,已达最大等级,,
TIANXIAN_ZHANLI,#green战力+,,
TIANXIAN_SHUXING,属性加成,,

#boss
BOSS_TXT1,个人BOSS,,
BOSS_TXT2,全民BOSS,,
BOSS_TXT3,野外BOSS,,
BOSS_TXT4,生死劫,,
BOSS_TXT5,剩余次数：,,
BOSS_TXT6,几率掉落：,,
BOSS_TXT7,前往击杀,,
BOSS_TXT8,挑战次数：#green%s,,
BOSS_TXT9,恢复计时 %s,,
BOSS_TXT10,BOSS提醒设置,,
BOSS_TXT11,争夺人数：%s人,,
BOSS_TXT12,查看击杀记录,,
BOSS_TXT13,%s后重生,,
BOSS_TXT14,复活并挑战,,
BOSS_TXT15,下次刷新%s,,
BOSS_TXT16,野外BOSS,,
BOSS_TXT17,进入,,
BOSS_TXT18,主角%s级可进入,,
BOSS_TXT19,查看记录,,
BOSS_TXT20,上章未通关,,
BOSS_TXT21,已通关,,
BOSS_TXT22,BOSS提醒,,
BOSS_TXT23,BOSS,,
BOSS_TXT24,等级,,
BOSS_TXT25,提醒状态,,
BOSS_TXT26,复活时提醒,,
BOSS_TXT27,挑战,,
BOSS_TXT28,挑战等级：%s,,
BOSS_TXT29,进入条件：%s,,
BOSS_TXT30,逃跑时间：%s,,
BOSS_TXT31,BOSS当前归属：%s,,
BOSS_TXT32,1.击杀BOSS后，掉落属于拥有归属权的玩家#br2.要抢占BOSS，必须击败当前BOSS归属的玩家#br3.玩家拥有BOSS归属权3分钟后即算击杀BOSS#br4.重复挑战BOSS不需要再消耗挑战令,,
BOSS_TXT33,第%s劫(%s),,
BOSS_TXT34,开启宝箱,,
BOSS_TXT35,%s秒后开启副本,,
BOSS_TXT36,%s秒后自动快速加入,,
BOSS_TXT37,等级：,,
BOSS_TXT38,战力：,,
BOSS_TXT39,%s级开启,,
BOSS_TXT40,刷新时间：,,
BOSS_TXT41,逃跑时间：BOSS刷出25分钟后,,
BOSS_TXT42,逃跑时间：,,
BOSS_TXT43,未满足,,
BOSS_TXT44,已满足,,
BOSS_TXT45,已击杀,,
BOSS_TXT46,已逃跑,,
BOSS_TXT47,通过上一关开启,,
BOSS_TXT48,一键扫荡,,
BOSS_TXT49,通关奖励,,
BOSS_TXT50,助力他人首通生死劫，可获协助奖励#br每天助攻奖次数#lime(%s/%s),,
BOSS_TXT51,先通关前置关,,
BOSS_TXT52,等级达到%s级才能挑战,,
COPY_TXT1,材料副本,,
COPY_TXT2,龙王宝藏,,
COPY_TXT3,小雷音寺,,
COPY_TXT4,天庭试练,,
COPY_TXT5,今天可购买扫荡次数：%s,,
COPY_TXT6,挑战,,
COPY_TXT7,扫荡,,
COPY_TXT8,星级排名,,
COPY_TXT9,排名,,
COPY_TXT10,名字,,
COPY_TXT11,战力,,
COPY_TXT12,总星级,,
COPY_TXT13,免费扫荡,,
COPY_TXT14,达到VIP%s可增加%s次购买扫荡,,
COPY_TXT15,今天扫荡的购买次数已用完,,
COPY_TXT16,元宝不足,,
COPY_TXT17,第%s关,,
COPY_TXT18,先通关第%s关,,
COPY_TXT19,%s#space%s关,,
COPY_TXT20,通关,,
COPY_TXT21,雷音寺排行,,
COPY_TXT22,龙王宝藏%s,,
COPY_TXT23,天庭试练,,
COPY_TXT24,%s层,,
#日常
DAILY_TXT1,东海降妖,,
DAILY_TXT2,组队历练,,
DAILY_TXT3,每日300,,
DAILY_TXT4,西游历练,,
DAILY_TXT5,生命#space#yellow%d,,
DAILY_TXT6,攻击#space#yellow%d,,
DAILY_TXT7,防御#space#yellow%d,,
DAILY_TXT8,地图剩余妖魔：#green%d/5,,
DAILY_TXT9,一键完成,,
DAILY_TXT10,前往击杀,,
DAILY_TXT11,已领取,,
DAILY_TXT12,下一次刷新时间：#green%s,,
DAILY_TXT13,领取,,
DAILY_TXT14,VIP%d开启一键完成,,
DAILY_PRIZE_TXT1,100奖励,,
DAILY_PRIZE_TXT2,200奖励,,
DAILY_PRIZE_TXT3,300奖励,,
DAILY_BOSS_TXT1,日常BOSS%d#space_10%s,,
DAILY_BOSS_TXT3,目标：#green5回合内击败妖魔,,
DAILY_BOSS_TXT2,%s星奖励：#green%s奖励#space#space#rf,,
DAILY_LILIAN_TXT1,点,,
DAILY_PRIZE_TIPS,奖励展示,,
DAILY_FIND,找回,,
DAILY_ONEKEY_FIND,一键找回,,
DAILY_NAME,名称,,
DAILY_TWICE,次数,,
DAILY_EXP,单次经验,,
DAILY_OPTION,操作,,
DAILY_JIHUO,%d级激活,,
DAILY_FIND_NUM,可找回%d点,,
DAILY_TWICE_NUM,%d点/次,,
DAILY_TIPS,不再提示,,
DAILY_TIPS_COST,是否花费%d元宝找回%d点历练经验,,
DAILY_DES_TIPS_TXT1,消灭10次经验妖魔可获得以下额外奖励,,
DAILY_DES_TIPS_TXT2,完成10次组队副本可获得以下奖励,,
DAILY_DES_TIPS_TXT3,每天消灭300波怪，每100波就可以获取奖励,,

#活动列表
ACTIVITY_TXT1,活动还没开始,,
ACTIVITY_TXT2,开启倒计时,,
ACTIVITY_TXT3,活动正在进行,,
ACTIVITY_TXT4,活动已经结束,,
ACTIVITY_TXT5,活动,,
ACTIVITY_TXT6,每天,,
ACTIVITY_TXT7,活动已经结束，是否退出？,,
ACTIVITY_TXT10,#yellow%s#rf正在进行，是否前往参与？,,
ACTIVITY_TXT11,入侵时间:#rf%s#brBOSS气血：,,
ACTIVITY_TXT12,护送时间:全天，%s双倍#br护送次数：#lime%s,,
ACTIVITY_TXT13,活动时间:#rf12:00~12:10#br上届冠军：#lime暂无,,
ACTIVITY_TXT14,活动时间:#rf10:00~11:30#br每周一，三，五开启,,
ACTIVITY_TXT15,活动时间:#rf10:00~11:30#br每周二，四，六开启,,
ACTIVITY_TXT16,不在活动时间,,
ACTIVITY_NOT_REFRESH,未刷新,,
ACTIVITY_GO,马上前往,,
ACTIVITY_QUESTION_TXT1,开始答题,,
ACTIVITY_QUESTION_TXT2,我的分数:#yellow%d
ACTIVITY_QUESTION_TXT3,双倍积分,,
ACTIVITY_QUESTION_TXT4,帮我选择,,
ACTIVITY_QUESTION_TXT5,回答正确,,
ACTIVITY_QUESTION_TXT6,回答错误,,
ACTIVITY_QUESTION_TXT7,答对时可获得双倍积分！,,
ACTIVITY_QUESTION_TXT8,自动选择正确的答案！    ,,
ACTIVITY_QUESTION_TXT9,确认退出趣味答题吗？,,
ACTIVITY_QUESTION_TXT10,剩余题目:%d,,
#背包
BEIBAO_EQUIP,装备,,
BEIBAO_PROP,道具,,
BEIBAO_SMELT_DES,多余装备可进行熔炼#br熔炼可获得#purple银两#rf和#purple精炼石#br#blue熔炼时回收无用的装备#br#rf请您放心使用,,

#充值,,,
PAY_TXT1,充值,,
PAY_TXT2,充值完所有档次后，重置双倍返利,,
PAY_TXT3,恭喜VIP已达到最大等级,,
PAY_TXT4,再充值#saddlebrown%s元#ublack可成为#saddlebrownVIP%s,,
PAY_TXT5,每日送%s元宝,,
PAY_TXT6,首充送%s元宝,,
PAY_TXT7,领取礼包,,
GOT_GOLD,恭喜您通过储值获得#orange %d#rf元宝,,
PAY_SUCCESS,充值成功,,
MONTH_ACTIVITY_TIME,月卡剩余%s天,,
VIP_TXT1,VIP,,

#引导相关,,,
GUIDE_TXT1,通过关卡#yellow%s#rf开启,,
GUIDE_TXT2,元宝,,
GUIDE_TXT3,等级达到%s后开启,,
GUIDE_TXT4,确定选择性别：%s,,
GUIDE_TXT5,男,,
GUIDE_TXT6,女,,
GUIDE_TXT7,通过关卡#yellow%s#rf才可操作,,
GUIDE_TXT8,【%s】在圣地击杀了【%s】，获得首杀,,
GUIDE_TXT9,系统预告,,
GUIDE_TXT10,条件:,,
#空描述,,,
EMPTY_DEFAULT_TEXT,什么都没有哦！,,
EMPTY_EMAIL_TEXT,没有邮件哦！,,
EMPTY_SHANGZHENJUESE_TEXT,找不到角色信息哦！,,
EMPTY_FRIENDS_TEXT1,没有会话哦！,,
EMPTY_FRIENDS_TEXT2,没有好友哦！,,
EMPTY_CLUB_TEXT,没有收到申请哦！,,
EMPTY_TEAM_TEXT,没有队伍哦！,,

#天女
TIANNV_TITLE_TXT1,天女,,
TIANNV_TITLE_TXT2,仙器,,
TIANNV_TITLE_TXT3,花辇,,
TIANNV_TITLE_TXT4,灵气,,

#西游护送
ESCORT_TIPS_TXT1,是否消耗#orange430元宝#rf一键刷到#orange橙色马车,,
ESCORT_TIPS_TXT2,#green注：优先使用绑定元宝,,
ESCORT_TIPS_TXT3,确定是否在非双倍活动时间内护送,,
ESCORT_TIPS_TXT4,#green11:00-13:00和23:00-01:00奖励翻倍,,
ESCORT_TIPS_TXT5,是否消耗#yellow橙镖令#rf刷新到#yellow橙色镖车,,
ESCORT_TIPS_TXT6,确定是否花费#yellow300元宝快速完成,,
ESCORT_TIPS_TXT7,护送次数为零，不能前往护送,,
ESCORT_DES_TXT1,护送#orange橙色马车#rf被拦截无损失,,
ESCORT_TXT1,护送次数：#lime,,
ESCORT_TXT2,拦截次数：#lime,,
ESCORT_TXT3,快速完成,,
ESCORT_TXT4,护送时间#space,,
ESCORT_TXT5,当前环数：%d/%d,,
ESCORT_TXT6,镖车,,
ESCORT_RECORD_TXT1,复仇,,
ESCORT_RECORD_TXT2,已复仇,,
ESCORT_RECORD_TXT3,失败,,
ESCORT_RECORD_TXT4,复仇成功,,
ESCORT_BOX_TXT1,不能拦截自己的镖车,,
ESCORT_ROBBER_TXT1,姓名:,,
ESCORT_ROBBER_TXT2,帮会:,,
ESCORT_ROBBER_TXT3,战力:,,
ESCORT_RECORD_TXT4,#rf抢夺了我的,,
ESCORT_RECORD_TXT5,我拦截了%s#rf的,,
ESCORT_RECORD_TXT6,成功,,
ESCORT_RECORD_TXT7,#GANTANHAO#green复仇成功可双倍取回奖励并全服公告,,
ESCORT_PRIZE,护送奖励,,
ESCORT_TITLE,西游护送,,
ESCORT_HUSONG,护送,,
ESCORT_GOTO,前往拦截,,
ESCORT_REFRESH,刷新,,
ESCORT_ONEKEY,一键刷新,,
ESCORT_TIPS,提示,,
ESCORT_ROBBER,拦截记录,,
ESCORT_ROBBER_PRIZE,拦截奖励,,
ESCORT_REVENGE_PRIZE,复仇奖励,,
ESCORT_REVENGE,复仇,,

#商店
SHOP_TXT1,装备商店,,
SHOP_TXT2,#green限购(%d/%d),,
SHOP_TXT3,#orange已售罄,,
SHOP_TXT4,#green无限制,,
SHOP_TXT5,购买,,
SHOP_TXT6,#green战力:%d,,
SHOP_TXT7,橙色装备穿戴可增加大量战力，分解橙色装备可以百分百回收橙装碎片,,
SHOP_TIAOJIAN_TXT1,等级达到%d解锁,,
SHOP_TIAOJIAN_TXT2,通关%d级解锁,,
SHOP_TIAOJIAN_TXT3,帮会%d级解锁,,
SHOP_TIAOJIAN_TXT4,排名%d名解锁,,
SHOP_TIAOJIAN_TXT5,护送橙镖%d次,,
SHOP_TIAOJIAN_TXT6,答题%d次,,
SHOP_TIPS_TXT1,%s不足,,
SHOP_TIPS_TXT2,总价:,,
SHOP_HAD_TXT1,小雷音寺通关数: ,,
SHOP_HAD_TXT2,每天24点会重置商店中的数据,,
SHOP_HAD_TXT3,个人排名：,,
SHOP_HAD_TXT4,护送橙镖次数: ,,
SHOP_HAD_TXT5,答题次数: ,,
SHOP_HAD_TXT6,幻兽令可通过,,
SHOP_HAD_TXT7,获得,,
SHOP_HAD_TXT8,#lime【日常-每日三百】,,

#排行榜
RANK_TXT1,您排在榜外,,
RANK_TXT2,我的排名:%d,,
RANK_TXT3,战力:%d,,
RANK_TXT4,%d级,,
RANK_TXT5,%d阶,,
RANK_TXT6,战力榜,,
RANK_TXT7,等级榜,,
RANK_TXT8,宠物榜,,
RANK_TXT9,仙侣榜,,
RANK_TXT10,坐骑榜,,
RANK_TXT11,翅膀榜,,
RANK_TXT12,天仙榜,,
RANK_TXT13,神兵榜,,
RANK_TXT14,法阵榜,,
RANK_TXT15,仙位榜,,
RANK_TXT16,通灵榜,,
RANK_TXT17,兽魂榜,,
RANK_TXT18,天女榜,,
RANK_TXT19,仙器榜,,
RANK_TXT20,花辇榜,,
RANK_TXT21,灵气榜,,


#投资计划 首充
INVEST_TXT1,充值%d元#br%s,,
INVEST_TXT2,价值%d元宝,,
INVEST_TXT3,返回%d#YUANBAO %d#BIND_YUANBAO,,
INVEST_TXT4,到达%d级,,
INVEST_TXT5,未达成,,
INVEST_TXT6,领取,,
INVEST_TXT7,已领取,,
INVEST_TXT8,已购买,,
INVEST_TXT9,投资20000元宝,,
INVEST_TXT10,第%d天返利,,
INVEST_TXT11,领取第%d天奖励,,
INVEST_TXT12,投资8888元宝,,
INVEST_TXT13,已充值:#green%d元宝#rf,,
INVEST_TXT14,#cyan倒计时%s#rf,,
INVEST_TXT15,元宝不足,,
INVEST_TXT16,是否消耗8888元宝购买投资计划,,
INVEST_TXT17,是否消耗20000元宝购买成长基金,,
INVEST_TXT18,明日再来,,
INVEST_TXT19,前往充值,,
INVEST_TXT20,可领取,,
INVEST_TXT21,已领取,,
INVEST_TXT22,充值%d元宝,,
INVEST_TXT23,首充,,
INVEST_TXT24,成长基金,,
INVEST_TXT25,投资计划,,
INVEST_TXT26,累计充值,,
INVEST_TXT27,您没购买成长基金,,

#任务
TEAM_TXT1,%s秒后自动快速加入,,
TEAM_TXT2,满人时开启副本,,
TEAM_TXT3,%s秒后自动开启副本,,
TEAM_TXT4,战斗中,,

#神装
GOD_EQUIP_UPGRADE,神装升级,,
GOD_EQUIP_XILIAN,神装洗练,,
GOD_EQUIP_CUILIAN,神装淬炼,,

#福利大厅
WELFARE_TXT1,福利大厅,,
WELFARE_TXT2,累计登陆%d天礼包,,
WELFARE_TXT3,累计登陆%d天,,
WELFARE_TXT4,领取,,
WELFARE_TXT5,已领取,,
WELFARE_TXT6,每日登陆可领取,,
WELFARE_TXT7,开服八天后开启,,
WELFARE_TXT8,80级开启,,
WELFARE_TXT9,购买立即获得#orange3000元宝#rf,,
WELFARE_TXT10,每天可领取#orange1000绑元#rf,,
WELFARE_TXT11,总共领取#orange30000绑元#rf,,
WELFARE_TXT12,挂机经验#orange+30%#rf,,
WELFARE_TXT13,挂机奖励#orange+30%#rf,,
WELFARE_TXT14,背包容量#orange+100#rf,,
WELFARE_TXT15,离线挂机不用愁,,
WELFARE_TXT16,购买立即获得#orange2000元宝#rf,,
WELFARE_TXT17,每天可领取#orange4000绑元#rf,,
WELFARE_TXT18,总共领取#orange28000绑元#rf,,
WELFARE_TXT19,购买,,
WELFARE_TXT20,VIP4可领取,,
WELFARE_TXT21,充值任意金额可领取,,
WELFARE_TXT22,达到%d级可领取,,
WELFARE_TXT23,点击这里输入激活码,,
WELFARE_TXT24,内容不能为空,,
WELFARE_TXT25,请输入正确的激活码,,
WELFARE_TXT26,今日西游历练积分:%d,,
WELFARE_TXT27,世界等级#br%d,,
WELFARE_TXT28,开服一天后开启,,
WELFARE_TXT29,剩余时间:%s时%s分,

#寻宝
LUCKY_TXT1,寻宝,,
LUCKY_TXT2,幸运转盘,,
LUCKY_TXT3,绑元不足,,
LUCKY_TXT4,元宝不足,,
LUCKY_TXT5,%s获得%s,,

#地图
MAP_TXT1,#lime已通关,,
MAP_TXT2,#lime冒险中,,
MAP_TXT3,%s#br进入条件：#br人物等级#lime%d#white级#br击败#lime%s#white所有头目,,

#三生三世
SANSHENG_TXT1,没有选择好友,,
SANSHENG_TXT2,请选择成为你的丈夫还是妻子,,
SANSHENG_TXT3,%s向你求婚%s是否答应ta,,
SANSHENG_TXT4,是否确定要离婚?,,
SANSHENG_TXT5,#green%s#rf和#green%s#rf喜结连理#br送个礼金祝福下吧!,,
SANSHENG_TXT6,%d阶,,
SANSHENG_TXT7,姻缘,,
SANSHENG_TXT8,房屋,,
SANSHENG_TXT9,师徒,,

SANSHENG_TXT100,经济住房,,
SANSHENG_TXT102,舒适住房,,
SANSHENG_TXT103,豪华别墅,,||||||| .r2406
MAP_TXT3,%s#br进入条件：#br人物等级#lime%d#white级#br击败#lime%s#white所有头目,,=======
MAP_TXT3,%s#br进入条件：#br人物等级#lime%d#white级#br击败#lime%s#white所有头目,,
